CustomerKey,CustomerCode,FirstName,LastName,FullName,Gender,BirthDate,JoinDate,CustomerSegment,GeographyKey,EmailHighCardinality,IsNewsletterSubscriber
1496,C001496,Ola,Novak,Ola Novak,F,1981-03-17,2022-05-26,Small Business,26,ola.novak.1496@example.com,True
1497,C001497,Marco,Nowak,Marco Nowak,M,1993-07-13,2022-08-18,Consumer,24,marco.nowak.1497@example.com,False
1498,C001498,Emma,Dubois,Emma Dubois,Unknown,2004-11-25,2024-02-11,Small Business,2,emma.dubois.1498@example.com,False
1499,C001499,Eva,Muller,Eva Muller,M,1964-01-08,2022-03-10,Consumer,20,eva.muller.1499@example.com,False
1500,C001500,Emma,Jansen,Emma Jansen,Unknown,1963-07-02,2022-02-17,Small Business,24,emma.jansen.1500@example.com,True
1501,C001501,Hugo,Jansen,Hugo Jansen,Unknown,1979-11-28,2021-03-23,Consumer,4,hugo.jansen.1501@example.com,False
1502,C001502,Jan,Klein,Jan Klein,M,1985-02-12,2022-02-27,Small Business,31,jan.klein.1502@example.com,True
1503,C001503,Sofia,Martin,Sofia Martin,Unknown,2000-09-09,2021-12-21,Consumer,7,sofia.martin.1503@example.com,False
1504,C001504,Kasia,Dubois,Kasia Dubois,M,1976-10-15,2022-11-10,Consumer,2,kasia.dubois.1504@example.com,False
1505,C001505,Kasia,Wojcik,Kasia Wojcik,Unknown,1986-07-25,2020-10-06,Small Business,8,kasia.wojcik.1505@example.com,False
1506,C001506,Marta,Smith,Marta Smith,Unknown,1979-06-22,2022-06-19,Corporate,33,marta.smith.1506@example.com,True
1507,C001507,Emma,Nowak,Emma Nowak,F,1994-07-09,2022-02-18,Consumer,10,emma.nowak.1507@example.com,True
1508,C001508,Emma,Dubois,Emma Dubois,M,1991-04-14,2020-08-11,Consumer,9,emma.dubois.1508@example.com,True
1509,C001509,Anna,Nowak,Anna Nowak,F,1965-01-09,2022-09-02,Consumer,14,anna.nowak.1509@example.com,False
1510,C001510,Marek,Nowak,Marek Nowak,Unknown,1960-11-15,2021-08-24,Corporate,11,marek.nowak.1510@example.com,True
1511,C001511,Ola,Nilsson,Ola Nilsson,Unknown,1990-09-27,2021-10-11,Corporate,31,ola.nilsson.1511@example.com,False
1512,C001512,Ola,Wojcik,Ola Wojcik,M,1993-04-08,2019-11-04,Consumer,34,ola.wojcik.1512@example.com,True
1513,C001513,Marco,Jansen,Marco Jansen,M,2001-07-02,2022-01-11,Consumer,33,marco.jansen.1513@example.com,True
1514,C001514,Noah,Klein,Noah Klein,Unknown,1970-08-05,2024-10-07,Consumer,15,noah.klein.1514@example.com,False
1515,C001515,Lena,Garcia,Lena Garcia,Unknown,1974-02-08,2024-03-30,Consumer,27,lena.garcia.1515@example.com,True
1516,C001516,Tomas,Dubois,Tomas Dubois,M,1982-03-14,2020-11-05,Small Business,4,tomas.dubois.1516@example.com,True
1517,C001517,Marek,Klein,Marek Klein,M,1986-07-19,2023-09-04,Small Business,16,marek.klein.1517@example.com,True
1518,C001518,Lucia,Smith,Lucia Smith,F,1993-06-19,2021-05-30,Consumer,11,lucia.smith.1518@example.com,False
1519,C001519,Sofia,Novak,Sofia Novak,F,1982-08-03,2020-08-18,Consumer,1,sofia.novak.1519@example.com,True
1520,C001520,Marco,Lewandowski,Marco Lewandowski,Unknown,1978-11-22,2021-09-08,Corporate,9,marco.lewandowski.1520@example.com,True
1521,C001521,Lucia,Nowak,Lucia Nowak,F,1957-10-03,2021-11-22,Small Business,20,lucia.nowak.1521@example.com,False
1522,C001522,Piotr,Rossi,Piotr Rossi,F,1992-05-20,2022-08-10,Small Business,32,piotr.rossi.1522@example.com,True
1523,C001523,Kasia,Nilsson,Kasia Nilsson,F,1971-03-21,2022-09-18,Consumer,5,kasia.nilsson.1523@example.com,True
1524,C001524,Jan,Dubois,Jan Dubois,M,1976-11-06,2022-09-15,Consumer,19,jan.dubois.1524@example.com,False
1525,C001525,Eva,Dubois,Eva Dubois,F,1970-05-22,2022-04-08,Consumer,19,eva.dubois.1525@example.com,False
1526,C001526,Marta,Kowalski,Marta Kowalski,F,1992-02-05,2024-03-20,Consumer,3,marta.kowalski.1526@example.com,True
1527,C001527,Lucia,Nilsson,Lucia Nilsson,F,1970-12-16,2023-01-30,Small Business,22,lucia.nilsson.1527@example.com,False
1528,C001528,Emma,Klein,Emma Klein,M,1985-11-02,2021-11-10,Consumer,20,emma.klein.1528@example.com,True
1529,C001529,Ola,Dubois,Ola Dubois,Unknown,1966-08-15,2022-05-21,Small Business,3,ola.dubois.1529@example.com,False
1530,C001530,Tomas,Brown,Tomas Brown,F,1975-10-28,2021-01-26,Small Business,21,tomas.brown.1530@example.com,True
1531,C001531,Tomas,Nowak,Tomas Nowak,F,1986-06-05,2022-09-02,Consumer,17,tomas.nowak.1531@example.com,False
1532,C001532,Emma,Martin,Emma Martin,Unknown,1966-07-02,2019-11-22,Consumer,18,emma.martin.1532@example.com,True
1533,C001533,Lucia,Kowalski,Lucia Kowalski,F,1961-08-25,2022-07-02,Consumer,24,lucia.kowalski.1533@example.com,True
1534,C001534,Ola,Novak,Ola Novak,M,1980-09-19,2021-05-21,Corporate,33,ola.novak.1534@example.com,False
1535,C001535,Kasia,Martin,Kasia Martin,F,1992-09-10,2023-01-19,Consumer,3,kasia.martin.1535@example.com,True
1536,C001536,Marek,Lewandowski,Marek Lewandowski,M,1981-08-20,2021-09-10,Small Business,5,marek.lewandowski.1536@example.com,True
1537,C001537,Marco,Klein,Marco Klein,M,1996-01-27,2024-08-10,Consumer,17,marco.klein.1537@example.com,True
1538,C001538,Jan,Muller,Jan Muller,F,1983-04-13,2024-05-28,VIP,15,jan.muller.1538@example.com,False
1539,C001539,Adam,Lewandowski,Adam Lewandowski,Unknown,1989-07-01,2022-04-25,Corporate,18,adam.lewandowski.1539@example.com,False
1540,C001540,Adam,Brown,Adam Brown,M,1990-05-25,2022-12-29,Corporate,14,adam.brown.1540@example.com,True
1541,C001541,Emma,Kowalski,Emma Kowalski,M,1998-07-03,2022-06-16,Consumer,35,emma.kowalski.1541@example.com,True
1542,C001542,Lukas,Brown,Lukas Brown,M,1973-11-09,2021-09-29,Consumer,17,lukas.brown.1542@example.com,True
1543,C001543,Marco,Rossi,Marco Rossi,F,1989-12-18,2020-08-05,VIP,7,marco.rossi.1543@example.com,False
1544,C001544,Noah,Nowak,Noah Nowak,M,2004-05-06,2024-03-19,Consumer,1,noah.nowak.1544@example.com,False
1545,C001545,Kasia,Novak,Kasia Novak,F,1962-08-22,2021-11-02,Consumer,35,kasia.novak.1545@example.com,True
1546,C001546,Eva,Wojcik,Eva Wojcik,Unknown,1967-09-09,2020-01-27,Small Business,12,eva.wojcik.1546@example.com,False
1547,C001547,Marta,Smith,Marta Smith,F,1964-06-06,2023-07-16,Consumer,6,marta.smith.1547@example.com,False
1548,C001548,Anna,Garcia,Anna Garcia,M,1979-07-04,2022-08-12,Consumer,23,anna.garcia.1548@example.com,True
1549,C001549,Lena,Martin,Lena Martin,Unknown,1999-02-24,2024-02-20,Small Business,31,lena.martin.1549@example.com,True
1550,C001550,Emma,Klein,Emma Klein,Unknown,1957-01-15,2021-06-30,Consumer,24,emma.klein.1550@example.com,False
1551,C001551,Lucia,Dubois,Lucia Dubois,F,2002-01-11,2022-03-09,Consumer,24,lucia.dubois.1551@example.com,True
1552,C001552,Adam,Wojcik,Adam Wojcik,Unknown,1962-10-05,2023-06-13,VIP,34,adam.wojcik.1552@example.com,False
1553,C001553,Piotr,Nilsson,Piotr Nilsson,Unknown,1957-11-11,2023-01-24,Small Business,22,piotr.nilsson.1553@example.com,True
1554,C001554,Jan,Rossi,Jan Rossi,F,1997-03-23,2023-05-29,Consumer,7,jan.rossi.1554@example.com,False
1555,C001555,Julia,Garcia,Julia Garcia,M,1959-08-10,2021-08-12,Consumer,5,julia.garcia.1555@example.com,False
1556,C001556,Lukas,Martin,Lukas Martin,M,1960-03-17,2020-11-15,Consumer,21,lukas.martin.1556@example.com,False
1557,C001557,Lucia,Klein,Lucia Klein,F,1962-03-19,2024-09-02,Consumer,22,lucia.klein.1557@example.com,True
1558,C001558,Marta,Wojcik,Marta Wojcik,M,2000-09-19,2022-08-16,Small Business,35,marta.wojcik.1558@example.com,False
1559,C001559,Eva,Wojcik,Eva Wojcik,M,1957-05-14,2023-08-11,Corporate,7,eva.wojcik.1559@example.com,True
1560,C001560,Lena,Kowalski,Lena Kowalski,M,1961-08-02,2022-09-17,Consumer,7,lena.kowalski.1560@example.com,True
1561,C001561,Marta,Garcia,Marta Garcia,Unknown,1965-03-21,2020-12-27,Small Business,16,marta.garcia.1561@example.com,False
1562,C001562,Lukas,Martin,Lukas Martin,Unknown,1998-09-08,2020-11-20,Consumer,9,lukas.martin.1562@example.com,True
1563,C001563,Marek,Novak,Marek Novak,F,1970-01-14,2023-08-03,Small Business,13,marek.novak.1563@example.com,True
1564,C001564,Eva,Nilsson,Eva Nilsson,Unknown,1981-10-10,2022-08-24,Small Business,9,eva.nilsson.1564@example.com,True
1565,C001565,Ola,Brown,Ola Brown,Unknown,1993-08-01,2023-12-15,Consumer,27,ola.brown.1565@example.com,True
1566,C001566,Lena,Smith,Lena Smith,F,1996-10-04,2021-07-07,Corporate,9,lena.smith.1566@example.com,True
1567,C001567,Jan,Martin,Jan Martin,M,1959-11-13,2022-11-07,VIP,16,jan.martin.1567@example.com,False
1568,C001568,Piotr,Lewandowski,Piotr Lewandowski,F,1999-01-14,2023-08-14,Consumer,14,piotr.lewandowski.1568@example.com,True
1569,C001569,Hugo,Garcia,Hugo Garcia,M,1981-07-22,2022-02-02,Corporate,8,hugo.garcia.1569@example.com,False
1570,C001570,Emma,Dubois,Emma Dubois,M,1977-04-28,2021-07-01,Consumer,10,emma.dubois.1570@example.com,True
1571,C001571,Ola,Kowalski,Ola Kowalski,Unknown,1982-08-06,2022-03-02,Consumer,4,ola.kowalski.1571@example.com,True
1572,C001572,Piotr,Klein,Piotr Klein,M,1973-03-10,2022-03-18,Corporate,27,piotr.klein.1572@example.com,False
1573,C001573,Marta,Nilsson,Marta Nilsson,M,1984-06-10,2021-06-15,Consumer,34,marta.nilsson.1573@example.com,False
1574,C001574,Eva,Rossi,Eva Rossi,F,1965-08-08,2021-07-10,Small Business,31,eva.rossi.1574@example.com,False
1575,C001575,Noah,Novak,Noah Novak,Unknown,1987-11-05,2023-03-13,Consumer,25,noah.novak.1575@example.com,True
1576,C001576,Ola,Lewandowski,Ola Lewandowski,F,1997-09-26,2023-05-25,Consumer,7,ola.lewandowski.1576@example.com,False
1577,C001577,Noah,Klein,Noah Klein,Unknown,1973-05-26,2024-06-07,Corporate,7,noah.klein.1577@example.com,False
1578,C001578,Marek,Novak,Marek Novak,M,1955-03-01,2024-03-10,Corporate,12,marek.novak.1578@example.com,True
1579,C001579,Lukas,Nowak,Lukas Nowak,M,2001-05-24,2022-03-30,Corporate,13,lukas.nowak.1579@example.com,True
1580,C001580,Eva,Brown,Eva Brown,M,1993-10-19,2021-07-16,Consumer,13,eva.brown.1580@example.com,True
1581,C001581,Lucia,Kowalski,Lucia Kowalski,Unknown,1976-06-16,2021-03-23,Consumer,16,lucia.kowalski.1581@example.com,True
1582,C001582,Marta,Nowak,Marta Nowak,F,1991-03-08,2021-02-04,Consumer,2,marta.nowak.1582@example.com,False
1583,C001583,Piotr,Brown,Piotr Brown,Unknown,1990-08-23,2022-11-11,Consumer,5,piotr.brown.1583@example.com,True
1584,C001584,Ola,Kowalski,Ola Kowalski,F,1992-07-04,2023-09-27,Consumer,3,ola.kowalski.1584@example.com,False
1585,C001585,Marta,Wojcik,Marta Wojcik,F,1971-10-18,2021-04-05,Consumer,8,marta.wojcik.1585@example.com,True
1586,C001586,Anna,Klein,Anna Klein,F,1986-04-26,2022-09-14,Consumer,11,anna.klein.1586@example.com,False
1587,C001587,Anna,Dubois,Anna Dubois,Unknown,1999-06-12,2022-06-05,Corporate,18,anna.dubois.1587@example.com,True
1588,C001588,Lena,Kowalski,Lena Kowalski,F,1997-05-07,2022-05-26,Corporate,7,lena.kowalski.1588@example.com,False
1589,C001589,Emma,Muller,Emma Muller,F,1963-05-15,2024-05-08,Corporate,13,emma.muller.1589@example.com,True
1590,C001590,Hugo,Brown,Hugo Brown,F,2003-05-27,2022-07-01,Corporate,14,hugo.brown.1590@example.com,False
1591,C001591,Marek,Dubois,Marek Dubois,F,1955-03-12,2024-11-22,Corporate,11,marek.dubois.1591@example.com,False
1592,C001592,Marta,Wojcik,Marta Wojcik,F,1965-04-03,2023-11-25,Consumer,7,marta.wojcik.1592@example.com,False
1593,C001593,Ola,Martin,Ola Martin,Unknown,1988-12-18,2023-01-30,Small Business,11,ola.martin.1593@example.com,False
1594,C001594,Kasia,Smith,Kasia Smith,M,1993-09-22,2021-08-15,Consumer,22,kasia.smith.1594@example.com,False
1595,C001595,Ola,Garcia,Ola Garcia,F,1971-10-07,2020-01-22,Consumer,29,ola.garcia.1595@example.com,True
1596,C001596,Kasia,Klein,Kasia Klein,F,1960-10-04,2020-06-24,Consumer,35,kasia.klein.1596@example.com,False
1597,C001597,Adam,Jansen,Adam Jansen,F,1980-11-19,2020-10-05,Consumer,8,adam.jansen.1597@example.com,False
1598,C001598,Sofia,Muller,Sofia Muller,F,1958-09-28,2023-05-08,Consumer,15,sofia.muller.1598@example.com,False
1599,C001599,Julia,Novak,Julia Novak,F,1960-05-09,2024-02-24,Small Business,22,julia.novak.1599@example.com,True
1600,C001600,Emma,Smith,Emma Smith,F,1969-12-21,2024-08-27,Corporate,32,emma.smith.1600@example.com,True
1601,C001601,Marta,Martin,Marta Martin,M,2003-06-15,2023-02-02,Consumer,35,marta.martin.1601@example.com,False
1602,C001602,Anna,Lewandowski,Anna Lewandowski,Unknown,2001-01-03,2022-01-08,Small Business,2,anna.lewandowski.1602@example.com,False
1603,C001603,Emma,Jansen,Emma Jansen,F,1961-08-26,2022-07-29,Small Business,6,emma.jansen.1603@example.com,False
1604,C001604,Sofia,Garcia,Sofia Garcia,Unknown,1975-07-22,2024-07-04,Consumer,2,sofia.garcia.1604@example.com,True
1605,C001605,Marta,Novak,Marta Novak,M,1964-10-22,2023-05-31,Consumer,11,marta.novak.1605@example.com,False
1606,C001606,Sofia,Smith,Sofia Smith,M,2003-05-17,2020-06-30,Consumer,5,sofia.smith.1606@example.com,True
1607,C001607,Kasia,Kowalski,Kasia Kowalski,F,1957-10-02,2023-06-18,Consumer,28,kasia.kowalski.1607@example.com,False
1608,C001608,Hugo,Martin,Hugo Martin,M,1988-05-17,2023-11-08,Corporate,6,hugo.martin.1608@example.com,True
1609,C001609,Ola,Novak,Ola Novak,M,1969-06-12,2020-06-03,Consumer,10,ola.novak.1609@example.com,True
1610,C001610,Jan,Novak,Jan Novak,M,2000-01-21,2020-12-24,Consumer,25,jan.novak.1610@example.com,True
1611,C001611,Filip,Garcia,Filip Garcia,F,1956-10-25,2023-03-02,Consumer,30,filip.garcia.1611@example.com,True
1612,C001612,Piotr,Lewandowski,Piotr Lewandowski,Unknown,1980-05-27,2021-03-20,Small Business,4,piotr.lewandowski.1612@example.com,False
1613,C001613,Ola,Lewandowski,Ola Lewandowski,F,1996-03-18,2023-06-20,Consumer,17,ola.lewandowski.1613@example.com,True
1614,C001614,Julia,Brown,Julia Brown,Unknown,1959-07-09,2022-03-11,Consumer,13,julia.brown.1614@example.com,False
1615,C001615,Lukas,Novak,Lukas Novak,M,1991-11-22,2021-11-09,Consumer,19,lukas.novak.1615@example.com,True
1616,C001616,Sofia,Garcia,Sofia Garcia,F,2001-12-28,2022-12-08,Consumer,27,sofia.garcia.1616@example.com,False
1617,C001617,Marta,Jansen,Marta Jansen,F,1957-07-10,2022-06-02,Consumer,17,marta.jansen.1617@example.com,False
1618,C001618,Jan,Smith,Jan Smith,M,1980-04-24,2022-03-06,Consumer,19,jan.smith.1618@example.com,True
1619,C001619,Anna,Brown,Anna Brown,M,1960-08-13,2023-06-12,Small Business,13,anna.brown.1619@example.com,False
1620,C001620,Julia,Klein,Julia Klein,F,1956-04-24,2023-10-06,Corporate,34,julia.klein.1620@example.com,False
1621,C001621,Ola,Garcia,Ola Garcia,Unknown,2001-03-15,2020-08-21,Corporate,12,ola.garcia.1621@example.com,True
1622,C001622,Marco,Muller,Marco Muller,F,1968-04-07,2021-11-06,Small Business,4,marco.muller.1622@example.com,True
1623,C001623,Piotr,Dubois,Piotr Dubois,F,2001-04-26,2022-03-07,Consumer,21,piotr.dubois.1623@example.com,False
1624,C001624,Kasia,Martin,Kasia Martin,F,1962-09-02,2021-05-31,Corporate,34,kasia.martin.1624@example.com,False
1625,C001625,Marek,Muller,Marek Muller,F,1963-07-21,2022-05-13,Small Business,13,marek.muller.1625@example.com,False
1626,C001626,Marta,Klein,Marta Klein,M,2003-10-25,2023-05-16,VIP,5,marta.klein.1626@example.com,True
1627,C001627,Tomas,Wojcik,Tomas Wojcik,F,1990-12-28,2020-07-30,Small Business,33,tomas.wojcik.1627@example.com,True
1628,C001628,Anna,Nilsson,Anna Nilsson,Unknown,1961-06-25,2021-06-20,Consumer,2,anna.nilsson.1628@example.com,False
1629,C001629,Noah,Martin,Noah Martin,M,1979-06-16,2023-01-02,Corporate,1,noah.martin.1629@example.com,False
1630,C001630,Tomas,Klein,Tomas Klein,M,1955-10-22,2023-08-08,Corporate,8,tomas.klein.1630@example.com,True
1631,C001631,Marta,Rossi,Marta Rossi,Unknown,1993-02-26,2024-08-09,Small Business,4,marta.rossi.1631@example.com,True
1632,C001632,Marco,Muller,Marco Muller,F,1969-07-17,2022-08-03,Corporate,35,marco.muller.1632@example.com,False
1633,C001633,Emma,Smith,Emma Smith,F,2001-03-07,2023-02-19,Consumer,27,emma.smith.1633@example.com,False
1634,C001634,Lucia,Dubois,Lucia Dubois,F,1959-02-09,2023-07-20,Consumer,22,lucia.dubois.1634@example.com,True
1635,C001635,Hugo,Brown,Hugo Brown,M,1956-06-08,2022-11-02,Consumer,3,hugo.brown.1635@example.com,False
1636,C001636,Julia,Martin,Julia Martin,F,1961-02-24,2024-01-13,Small Business,3,julia.martin.1636@example.com,False
1637,C001637,Julia,Klein,Julia Klein,F,1968-06-13,2021-05-20,Consumer,4,julia.klein.1637@example.com,False
1638,C001638,Lucia,Martin,Lucia Martin,M,1968-02-06,2021-01-27,Small Business,5,lucia.martin.1638@example.com,True
1639,C001639,Julia,Novak,Julia Novak,Unknown,1966-07-19,2024-06-02,Small Business,28,julia.novak.1639@example.com,False
1640,C001640,Filip,Muller,Filip Muller,F,1988-05-10,2020-02-16,Consumer,10,filip.muller.1640@example.com,False
1641,C001641,Julia,Jansen,Julia Jansen,M,2004-04-11,2022-07-01,Small Business,1,julia.jansen.1641@example.com,False
1642,C001642,Sofia,Dubois,Sofia Dubois,Unknown,1957-04-08,2022-04-17,Corporate,34,sofia.dubois.1642@example.com,True
1643,C001643,Kasia,Martin,Kasia Martin,Unknown,1999-01-20,2019-12-19,Consumer,24,kasia.martin.1643@example.com,False
1644,C001644,Marco,Rossi,Marco Rossi,M,1991-03-01,2022-07-16,Corporate,5,marco.rossi.1644@example.com,True
1645,C001645,Filip,Nilsson,Filip Nilsson,Unknown,1979-11-10,2022-10-09,Corporate,27,filip.nilsson.1645@example.com,False
1646,C001646,Marta,Klein,Marta Klein,Unknown,1988-05-05,2022-07-21,Consumer,30,marta.klein.1646@example.com,False
1647,C001647,Sofia,Garcia,Sofia Garcia,M,1991-02-10,2024-09-30,Corporate,16,sofia.garcia.1647@example.com,False
1648,C001648,Lukas,Klein,Lukas Klein,M,1967-02-06,2020-11-24,Small Business,13,lukas.klein.1648@example.com,False
1649,C001649,Eva,Nilsson,Eva Nilsson,Unknown,1990-01-14,2020-05-21,Consumer,28,eva.nilsson.1649@example.com,True
1650,C001650,Kasia,Wojcik,Kasia Wojcik,Unknown,1981-01-21,2021-09-27,Consumer,8,kasia.wojcik.1650@example.com,False
1651,C001651,Julia,Nilsson,Julia Nilsson,Unknown,1969-06-22,2022-03-04,Consumer,15,julia.nilsson.1651@example.com,False
1652,C001652,Adam,Wojcik,Adam Wojcik,M,1956-05-27,2023-12-04,Small Business,9,adam.wojcik.1652@example.com,True
1653,C001653,Lena,Nilsson,Lena Nilsson,M,1982-06-01,2021-04-15,Corporate,10,lena.nilsson.1653@example.com,True
1654,C001654,Tomas,Brown,Tomas Brown,Unknown,1972-02-26,2022-08-09,Consumer,10,tomas.brown.1654@example.com,True
1655,C001655,Emma,Kowalski,Emma Kowalski,Unknown,1990-08-26,2021-05-11,Small Business,5,emma.kowalski.1655@example.com,False
1656,C001656,Julia,Garcia,Julia Garcia,F,1991-06-25,2023-01-28,Small Business,13,julia.garcia.1656@example.com,True
1657,C001657,Noah,Nilsson,Noah Nilsson,Unknown,2004-05-28,2022-02-05,Small Business,10,noah.nilsson.1657@example.com,False
1658,C001658,Marek,Wojcik,Marek Wojcik,M,1969-01-01,2023-01-05,Corporate,11,marek.wojcik.1658@example.com,False
1659,C001659,Marta,Kowalski,Marta Kowalski,F,1962-07-17,2021-11-09,Corporate,25,marta.kowalski.1659@example.com,False
1660,C001660,Anna,Kowalski,Anna Kowalski,F,1959-07-17,2023-05-30,Consumer,22,anna.kowalski.1660@example.com,False
1661,C001661,Jan,Jansen,Jan Jansen,F,1981-03-28,2023-03-01,Small Business,21,jan.jansen.1661@example.com,False
1662,C001662,Sofia,Kowalski,Sofia Kowalski,M,2001-06-08,2021-10-14,Consumer,27,sofia.kowalski.1662@example.com,False
1663,C001663,Filip,Rossi,Filip Rossi,F,1980-03-02,2022-07-08,Corporate,29,filip.rossi.1663@example.com,False
1664,C001664,Sofia,Nilsson,Sofia Nilsson,Unknown,1963-06-01,2020-12-17,Small Business,27,sofia.nilsson.1664@example.com,False
1665,C001665,Eva,Klein,Eva Klein,M,1958-03-19,2020-05-31,Consumer,31,eva.klein.1665@example.com,False
1666,C001666,Ola,Nowak,Ola Nowak,F,1967-04-07,2022-01-12,Small Business,35,ola.nowak.1666@example.com,False
1667,C001667,Hugo,Martin,Hugo Martin,M,1965-04-12,2021-06-27,Consumer,21,hugo.martin.1667@example.com,True
1668,C001668,Emma,Lewandowski,Emma Lewandowski,F,1965-11-04,2022-09-12,Consumer,1,emma.lewandowski.1668@example.com,True
1669,C001669,Noah,Lewandowski,Noah Lewandowski,M,1987-11-11,2024-04-02,Consumer,28,noah.lewandowski.1669@example.com,False
1670,C001670,Piotr,Muller,Piotr Muller,M,1968-08-03,2023-03-10,Consumer,25,piotr.muller.1670@example.com,False
1671,C001671,Lena,Garcia,Lena Garcia,Unknown,1958-03-28,2022-07-17,Consumer,11,lena.garcia.1671@example.com,False
1672,C001672,Ola,Rossi,Ola Rossi,F,1958-04-15,2022-10-31,Consumer,28,ola.rossi.1672@example.com,False
1673,C001673,Kasia,Martin,Kasia Martin,F,1986-11-17,2022-07-28,Consumer,10,kasia.martin.1673@example.com,True
1674,C001674,Marek,Klein,Marek Klein,Unknown,1992-09-27,2022-01-24,Consumer,6,marek.klein.1674@example.com,False
1675,C001675,Lukas,Nilsson,Lukas Nilsson,Unknown,1989-06-24,2022-06-07,Corporate,27,lukas.nilsson.1675@example.com,False
1676,C001676,Noah,Lewandowski,Noah Lewandowski,F,1989-04-04,2022-07-07,Consumer,28,noah.lewandowski.1676@example.com,False
1677,C001677,Anna,Garcia,Anna Garcia,M,1969-10-25,2020-11-13,Small Business,27,anna.garcia.1677@example.com,False
1678,C001678,Eva,Brown,Eva Brown,M,1962-08-16,2020-05-20,Small Business,28,eva.brown.1678@example.com,False
1679,C001679,Julia,Wojcik,Julia Wojcik,M,1964-01-12,2019-11-15,Consumer,26,julia.wojcik.1679@example.com,True
1680,C001680,Lukas,Muller,Lukas Muller,F,1995-06-11,2021-01-02,VIP,11,lukas.muller.1680@example.com,False
1681,C001681,Anna,Wojcik,Anna Wojcik,M,1976-09-15,2023-03-12,Corporate,24,anna.wojcik.1681@example.com,False
1682,C001682,Lukas,Nowak,Lukas Nowak,M,1991-03-11,2022-08-22,Corporate,34,lukas.nowak.1682@example.com,False
1683,C001683,Ola,Muller,Ola Muller,Unknown,1982-10-20,2022-02-07,Small Business,35,ola.muller.1683@example.com,False
1684,C001684,Jan,Lewandowski,Jan Lewandowski,Unknown,1976-01-20,2021-05-08,Small Business,9,jan.lewandowski.1684@example.com,False
1685,C001685,Julia,Rossi,Julia Rossi,Unknown,1996-03-10,2022-03-13,Corporate,17,julia.rossi.1685@example.com,False
1686,C001686,Marta,Rossi,Marta Rossi,M,1977-08-21,2023-04-27,VIP,5,marta.rossi.1686@example.com,False
1687,C001687,Kasia,Nowak,Kasia Nowak,M,1977-03-08,2022-09-23,Consumer,3,kasia.nowak.1687@example.com,True
1688,C001688,Anna,Klein,Anna Klein,Unknown,1994-08-09,2021-05-16,Consumer,12,anna.klein.1688@example.com,False
1689,C001689,Marek,Nilsson,Marek Nilsson,Unknown,1989-08-13,2021-04-29,Corporate,30,marek.nilsson.1689@example.com,False
1690,C001690,Sofia,Lewandowski,Sofia Lewandowski,M,1963-06-17,2021-06-26,VIP,32,sofia.lewandowski.1690@example.com,True
1691,C001691,Lucia,Brown,Lucia Brown,Unknown,1988-01-13,2021-03-30,Corporate,35,lucia.brown.1691@example.com,True
1692,C001692,Ola,Klein,Ola Klein,M,1956-11-28,2023-03-07,Corporate,4,ola.klein.1692@example.com,True
1693,C001693,Lena,Kowalski,Lena Kowalski,Unknown,1956-11-04,2023-02-06,Consumer,30,lena.kowalski.1693@example.com,False
1694,C001694,Ola,Rossi,Ola Rossi,F,1966-09-13,2022-12-03,Consumer,24,ola.rossi.1694@example.com,False
1695,C001695,Lukas,Brown,Lukas Brown,Unknown,1970-11-05,2023-01-27,Corporate,19,lukas.brown.1695@example.com,True
1696,C001696,Noah,Lewandowski,Noah Lewandowski,M,1967-09-19,2023-08-15,Consumer,26,noah.lewandowski.1696@example.com,True
1697,C001697,Lukas,Novak,Lukas Novak,M,2003-06-24,2021-08-24,Consumer,21,lukas.novak.1697@example.com,False
1698,C001698,Eva,Nilsson,Eva Nilsson,Unknown,1969-12-08,2024-01-04,Small Business,11,eva.nilsson.1698@example.com,True
1699,C001699,Julia,Nowak,Julia Nowak,F,1990-12-13,2023-01-07,VIP,15,julia.nowak.1699@example.com,False
1700,C001700,Eva,Lewandowski,Eva Lewandowski,M,1990-06-01,2022-02-02,Small Business,17,eva.lewandowski.1700@example.com,True
1701,C001701,Noah,Kowalski,Noah Kowalski,Unknown,1967-05-21,2020-12-04,Small Business,17,noah.kowalski.1701@example.com,False
1702,C001702,Piotr,Klein,Piotr Klein,F,1985-10-16,2021-10-21,Consumer,5,piotr.klein.1702@example.com,False
1703,C001703,Ola,Wojcik,Ola Wojcik,M,1957-02-27,2022-02-28,Consumer,16,ola.wojcik.1703@example.com,True
1704,C001704,Piotr,Garcia,Piotr Garcia,M,1975-04-04,2022-05-15,Corporate,30,piotr.garcia.1704@example.com,True
1705,C001705,Marek,Martin,Marek Martin,M,1988-02-08,2022-02-25,Small Business,27,marek.martin.1705@example.com,True
1706,C001706,Sofia,Martin,Sofia Martin,F,1996-02-10,2020-05-01,Small Business,18,sofia.martin.1706@example.com,True
1707,C001707,Filip,Novak,Filip Novak,Unknown,1962-12-19,2023-03-09,Consumer,25,filip.novak.1707@example.com,False
1708,C001708,Marek,Kowalski,Marek Kowalski,Unknown,1972-06-05,2024-03-24,Corporate,9,marek.kowalski.1708@example.com,False
1709,C001709,Lukas,Klein,Lukas Klein,M,1963-06-18,2022-02-18,Consumer,26,lukas.klein.1709@example.com,True
1710,C001710,Tomas,Wojcik,Tomas Wojcik,M,2003-08-18,2022-05-01,Small Business,33,tomas.wojcik.1710@example.com,True
